sampleName	sampleType	MGE_type_final	DepthPG	SAM_MGE
NM.T16	Tailings	Plasmids	357.988424709129	NM.T16_Plasmids
NM.T18	Tailings	Plasmids	158.811573865139	NM.T18_Plasmids
NM.T20	Tailings	Plasmids	306.022380927248	NM.T20_Plasmids
NM.T26	Tailings	Plasmids	479.909528533146	NM.T26_Plasmids
NM.T28	Tailings	Plasmids	740.171093933587	NM.T28_Plasmids
NM.T30	Tailings	Plasmids	345.902763641929	NM.T30_Plasmids
NM.T35	Tailings	Plasmids	1487.99338538533	NM.T35_Plasmids
NM.T38	Tailings	Plasmids	1476.2940059593	NM.T38_Plasmids
NM.T40	Tailings	Plasmids	1430.10775358694	NM.T40_Plasmids
NM.T7	Tailings	Plasmids	511.894809774722	NM.T7_Plasmids
NM.T8	Tailings	Plasmids	389.458398650321	NM.T8_Plasmids
NM.T9	Tailings	Plasmids	1991.29697394267	NM.T9_Plasmids
QH.Go1	Gobi	Plasmids	109.525655784565	QH.Go1_Plasmids
QH.Go3	Gobi	Plasmids	664.155323073491	QH.Go3_Plasmids
QH.Go7	Gobi	Plasmids	238.658733482443	QH.Go7_Plasmids
QH.Gr10	Grass	Plasmids	605.79301540314	QH.Gr10_Plasmids
QH.Gr6	Grass	Plasmids	585.329145055343	QH.Gr6_Plasmids
QH.Gr7	Grass	Plasmids	607.989617110291	QH.Gr7_Plasmids
QH.T10	Tailings	Plasmids	829.259001053651	QH.T10_Plasmids
QH.T12	Tailings	Plasmids	295.623658932313	QH.T12_Plasmids
QH.T14	Tailings	Plasmids	661.610234072771	QH.T14_Plasmids
QH.T17	Tailings	Plasmids	696.838467792576	QH.T17_Plasmids
QH.T7	Tailings	Plasmids	779.328178388409	QH.T7_Plasmids
QH.T9	Tailings	Plasmids	1163.43195047339	QH.T9_Plasmids
SC.Gr10	Grass	Plasmids	574.179612084703	SC.Gr10_Plasmids
SC.Gr5	Grass	Plasmids	564.956409275014	SC.Gr5_Plasmids
SC.Gr7	Grass	Plasmids	550.784685518104	SC.Gr7_Plasmids
SC.T10	Tailings	Plasmids	669.600882073618	SC.T10_Plasmids
SC.T5	Tailings	Plasmids	473.456265562814	SC.T5_Plasmids
SC.T7	Tailings	Plasmids	664.036505009936	SC.T7_Plasmids
XJ.Go10	Gobi	Plasmids	668.63960695127	XJ.Go10_Plasmids
XJ.Go15	Gobi	Plasmids	520.017328653774	XJ.Go15_Plasmids
XJ.Go18	Gobi	Plasmids	532.085739541764	XJ.Go18_Plasmids
XJ.Go20	Gobi	Plasmids	544.250613671424	XJ.Go20_Plasmids
XJ.Go5	Gobi	Plasmids	780.711421992842	XJ.Go5_Plasmids
XJ.Go8	Gobi	Plasmids	692.899099222838	XJ.Go8_Plasmids
XJ.Gr15	Grass	Plasmids	500.91421537635	XJ.Gr15_Plasmids
XJ.Gr16	Grass	Plasmids	502.037701391398	XJ.Gr16_Plasmids
XJ.Gr20	Grass	Plasmids	551.160157308965	XJ.Gr20_Plasmids
XJ.Gr5	Grass	Plasmids	573.208809710198	XJ.Gr5_Plasmids
XJ.Gr7	Grass	Plasmids	509.806261267343	XJ.Gr7_Plasmids
XJ.Gr8	Grass	Plasmids	555.575823782294	XJ.Gr8_Plasmids
XJ.T10	Tailings	Plasmids	620.659282525795	XJ.T10_Plasmids
XJ.T15	Tailings	Plasmids	720.064729368681	XJ.T15_Plasmids
XJ.T17	Tailings	Plasmids	537.744989785686	XJ.T17_Plasmids
XJ.T19	Tailings	Plasmids	526.244092859149	XJ.T19_Plasmids
XJ.T27	Tailings	Plasmids	556.846147720078	XJ.T27_Plasmids
XJ.T28	Tailings	Plasmids	524.029445910379	XJ.T28_Plasmids
XJ.T29	Tailings	Plasmids	502.459256734487	XJ.T29_Plasmids
XJ.T35	Tailings	Plasmids	523.632689248616	XJ.T35_Plasmids
XJ.T37	Tailings	Plasmids	398.534856093502	XJ.T37_Plasmids
XJ.T39	Tailings	Plasmids	453.302275805747	XJ.T39_Plasmids
XJ.T5	Tailings	Plasmids	597.632945705953	XJ.T5_Plasmids
XJ.T6	Tailings	Plasmids	226.089046627858	XJ.T6_Plasmids
XZ.Gr10	Grass	Plasmids	510.611533987146	XZ.Gr10_Plasmids
XZ.Gr5	Grass	Plasmids	532.603425932561	XZ.Gr5_Plasmids
XZ.Gr7	Grass	Plasmids	584.983907356854	XZ.Gr7_Plasmids
YN.Fa10	Farmland	Plasmids	750.513784428425	YN.Fa10_Plasmids
YN.Fa15	Farmland	Plasmids	630.39155517521	YN.Fa15_Plasmids
YN.Fa17	Farmland	Plasmids	592.219935204719	YN.Fa17_Plasmids
YN.Fa20	Farmland	Plasmids	646.323248308119	YN.Fa20_Plasmids
YN.Fa25	Farmland	Plasmids	693.843432377881	YN.Fa25_Plasmids
YN.Fa27	Farmland	Plasmids	610.573876300006	YN.Fa27_Plasmids
YN.Fa30	Farmland	Plasmids	578.669154068451	YN.Fa30_Plasmids
YN.Fa35	Farmland	Plasmids	567.370056554136	YN.Fa35_Plasmids
YN.Fa38	Farmland	Plasmids	555.868655031822	YN.Fa38_Plasmids
YN.Fa40	Farmland	Plasmids	522.646805867776	YN.Fa40_Plasmids
YN.Fa5	Farmland	Plasmids	608.596582486365	YN.Fa5_Plasmids
YN.Fa7	Farmland	Plasmids	671.804129487999	YN.Fa7_Plasmids
YN.Fo10	Forest	Plasmids	696.743907923873	YN.Fo10_Plasmids
YN.Fo15	Forest	Plasmids	873.390552313356	YN.Fo15_Plasmids
YN.Fo17	Forest	Plasmids	684.759706329977	YN.Fo17_Plasmids
YN.Fo20	Forest	Plasmids	937.655532088481	YN.Fo20_Plasmids
YN.Fo25	Forest	Plasmids	594.656139197925	YN.Fo25_Plasmids
YN.Fo27	Forest	Plasmids	738.268998372727	YN.Fo27_Plasmids
YN.Fo30	Forest	Plasmids	758.931019180408	YN.Fo30_Plasmids
YN.Fo36	Forest	Plasmids	582.225336880684	YN.Fo36_Plasmids
YN.Fo37	Forest	Plasmids	745.632295470322	YN.Fo37_Plasmids
YN.Fo40	Forest	Plasmids	711.397824193139	YN.Fo40_Plasmids
YN.Fo5	Forest	Plasmids	288.779310205782	YN.Fo5_Plasmids
YN.Fo7	Forest	Plasmids	684.035687611001	YN.Fo7_Plasmids
YN.T10	Tailings	Plasmids	607.177598944629	YN.T10_Plasmids
YN.T15	Tailings	Plasmids	828.528920405445	YN.T15_Plasmids
YN.T17	Tailings	Plasmids	387.749064380737	YN.T17_Plasmids
YN.T20	Tailings	Plasmids	512.905595745407	YN.T20_Plasmids
YN.T25	Tailings	Plasmids	1121.8329794897	YN.T25_Plasmids
YN.T27	Tailings	Plasmids	569.713606335554	YN.T27_Plasmids
YN.T30	Tailings	Plasmids	943.255473664419	YN.T30_Plasmids
YN.T35	Tailings	Plasmids	2080.46822401162	YN.T35_Plasmids
YN.T37	Tailings	Plasmids	2109.85704319502	YN.T37_Plasmids
YN.T39	Tailings	Plasmids	1889.98749926719	YN.T39_Plasmids
YN.T5	Tailings	Plasmids	477.197393449926	YN.T5_Plasmids
YN.T7	Tailings	Plasmids	581.371988330933	YN.T7_Plasmids
YQ.Fa10	Farmland	Plasmids	829.36543302546	YQ.Fa10_Plasmids
YQ.Fa5	Farmland	Plasmids	852.383256750669	YQ.Fa5_Plasmids
YQ.Fa6	Farmland	Plasmids	805.474694014098	YQ.Fa6_Plasmids
YQ.Fo10	Forest	Plasmids	808.089122895176	YQ.Fo10_Plasmids
YQ.Fo5	Forest	Plasmids	705.241553068091	YQ.Fo5_Plasmids
YQ.Fo7	Forest	Plasmids	839.607574671854	YQ.Fo7_Plasmids
YQ.T10	Tailings	Plasmids	393.128743705934	YQ.T10_Plasmids
YQ.T8	Tailings	Plasmids	605.148284191614	YQ.T8_Plasmids
YQ.T9	Tailings	Plasmids	1123.20142076214	YQ.T9_Plasmids
ZJ.Fa6	Farmland	Plasmids	672.620339278901	ZJ.Fa6_Plasmids
ZJ.Fa7	Farmland	Plasmids	640.615406930225	ZJ.Fa7_Plasmids
ZJ.Fa9	Farmland	Plasmids	527.757324094589	ZJ.Fa9_Plasmids
ZJ.Fo5	Forest	Plasmids	517.26906712613	ZJ.Fo5_Plasmids
ZJ.Fo7	Forest	Plasmids	481.917378619943	ZJ.Fo7_Plasmids
ZJ.Fo9	Forest	Plasmids	532.426143756038	ZJ.Fo9_Plasmids
ZJ.T7	Tailings	Plasmids	1160.2426574329	ZJ.T7_Plasmids
AH.Fa5	Farmland	Transposon	7.54992869376121	AH.Fa5_Transposon
AH.Fa7	Farmland	Transposon	8.0577145230328	AH.Fa7_Transposon
AH.Fa9	Farmland	Transposon	7.47729905823369	AH.Fa9_Transposon
AH.Fo5	Forest	Transposon	6.52870245771538	AH.Fo5_Transposon
AH.Fo7	Forest	Transposon	6.90937723384718	AH.Fo7_Transposon
AH.Fo9	Forest	Transposon	6.52331723208059	AH.Fo9_Transposon
AH.T5	Tailings	Transposon	99.4984659009005	AH.T5_Transposon
AH.T7	Tailings	Transposon	4.3614096341859	AH.T7_Transposon
AH.T9	Tailings	Transposon	61.6619913092922	AH.T9_Transposon
ERR1713332.S	Sludge	Transposon	113.675888888889	ERR1713332.S_Transposon
ERR1713333.S	Sludge	Transposon	99.1647	ERR1713333.S_Transposon
ERR1713334.S	Sludge	Transposon	68.0012374100719	ERR1713334.S_Transposon
ERR1713335.S	Sludge	Transposon	77.7842760736196	ERR1713335.S_Transposon
ERR1713336.S	Sludge	Transposon	140.540689655172	ERR1713336.S_Transposon
ERR1713337.S	Sludge	Transposon	26.1351461538462	ERR1713337.S_Transposon
ERR1713338.S	Sludge	Transposon	95.7571287878788	ERR1713338.S_Transposon
ERR1713339.S	Sludge	Transposon	125.040960459712	ERR1713339.S_Transposon
ERR1713340.S	Sludge	Transposon	87.2278338733432	ERR1713340.S_Transposon
ERR1713341.S	Sludge	Transposon	140.091230088496	ERR1713341.S_Transposon
ERR1713342.S	Sludge	Transposon	79.0628846153847	ERR1713342.S_Transposon
ERR1713343.S	Sludge	Transposon	55.637625	ERR1713343.S_Transposon
ERR1713344.S	Sludge	Transposon	22.4354852941177	ERR1713344.S_Transposon
ERR1713345.S	Sludge	Transposon	87.0081047120418	ERR1713345.S_Transposon
ERR1713347.S	Sludge	Transposon	116.336429166667	ERR1713347.S_Transposon
ERR1713348.S	Sludge	Transposon	82.26209375	ERR1713348.S_Transposon
ERR1713349.S	Sludge	Transposon	68.90555	ERR1713349.S_Transposon
ERR1713350.S	Sludge	Transposon	81.0882083333333	ERR1713350.S_Transposon
ERR1713351.S	Sludge	Transposon	69.004393258427	ERR1713351.S_Transposon
ERR1713353.S	Sludge	Transposon	66.0901792452831	ERR1713353.S_Transposon
ERR1713354.S	Sludge	Transposon	115.951532110092	ERR1713354.S_Transposon
ERR1713355.S	Sludge	Transposon	108.460111764706	ERR1713355.S_Transposon
ERR1713356.S	Sludge	Transposon	86.9268181818182	ERR1713356.S_Transposon
ERR1713357.S	Sludge	Transposon	105.53650310559	ERR1713357.S_Transposon
ERR1713358.S	Sludge	Transposon	19.4797625	ERR1713358.S_Transposon
ERR1713359.S	Sludge	Transposon	135.32329	ERR1713359.S_Transposon
ERR1713360.S	Sludge	Transposon	101.288644230769	ERR1713360.S_Transposon
ERR1713361.S	Sludge	Transposon	36.7331428571429	ERR1713361.S_Transposon
ERR1713362.S	Sludge	Transposon	45.3697192307692	ERR1713362.S_Transposon
ERR1713363.S	Sludge	Transposon	91.1993624999999	ERR1713363.S_Transposon
FJ.Fa10	Farmland	Transposon	6.01300757759563	FJ.Fa10_Transposon
FJ.Fa5	Farmland	Transposon	6.13425598361859	FJ.Fa5_Transposon
FJ.Fa7	Farmland	Transposon	6.8454024630023	FJ.Fa7_Transposon
FJ.Fo10	Forest	Transposon	6.79452025433844	FJ.Fo10_Transposon
FJ.Fo5	Forest	Transposon	6.53595666280992	FJ.Fo5_Transposon
FJ.Fo7	Forest	Transposon	5.4125148283625	FJ.Fo7_Transposon
FJ.T10	Tailings	Transposon	25.284228170883	FJ.T10_Transposon
FJ.T5	Tailings	Transposon	56.4548319794695	FJ.T5_Transposon
FJ.T7	Tailings	Transposon	28.5945260880569	FJ.T7_Transposon
FX.Fa10	Farmland	Transposon	6.45461123947435	FX.Fa10_Transposon
FX.Fa6	Farmland	Transposon	6.34519883972689	FX.Fa6_Transposon
FX.Fa9	Farmland	Transposon	7.7089618360572	FX.Fa9_Transposon
FX.Fo10	Forest	Transposon	9.70797000529948	FX.Fo10_Transposon
FX.Fo7	Forest	Transposon	9.91589754845367	FX.Fo7_Transposon
FX.Fo8	Forest	Transposon	7.60542848954685	FX.Fo8_Transposon
FX.T6	Tailings	Transposon	22.3157799195383	FX.T6_Transposon
FX.T7	Tailings	Transposon	135.875956913583	FX.T7_Transposon
FX.T8	Tailings	Transposon	45.5282242624724	FX.T8_Transposon
GD.Fa10	Farmland	Transposon	7.42726632141771	GD.Fa10_Transposon
GD.Fa16	Farmland	Transposon	6.59536839167314	GD.Fa16_Transposon
GD.Fa18	Farmland	Transposon	5.98732325055888	GD.Fa18_Transposon
GD.Fa20	Farmland	Transposon	6.08231740185809	GD.Fa20_Transposon
GD.Fa26	Farmland	Transposon	5.5889370763016	GD.Fa26_Transposon
GD.Fa28	Farmland	Transposon	6.23983630543172	GD.Fa28_Transposon
GD.Fa30	Farmland	Transposon	5.58337526427637	GD.Fa30_Transposon
GD.Fa6	Farmland	Transposon	6.76512657128975	GD.Fa6_Transposon
GD.Fa8	Farmland	Transposon	7.15402347819515	GD.Fa8_Transposon
GD.Fo10	Forest	Transposon	5.67432736943347	GD.Fo10_Transposon
GD.Fo16	Forest	Transposon	8.12213093950624	GD.Fo16_Transposon
GD.Fo18	Forest	Transposon	7.25506857249446	GD.Fo18_Transposon
GD.Fo20	Forest	Transposon	6.88637928975643	GD.Fo20_Transposon
GD.Fo26	Forest	Transposon	5.84036282389578	GD.Fo26_Transposon
GD.Fo28	Forest	Transposon	7.02229921151906	GD.Fo28_Transposon
GD.Fo30	Forest	Transposon	4.72747991372682	GD.Fo30_Transposon
GD.Fo6	Forest	Transposon	5.79367841746123	GD.Fo6_Transposon
GD.Fo8	Forest	Transposon	5.91536359342475	GD.Fo8_Transposon
GD.T10	Tailings	Transposon	14.7129726434445	GD.T10_Transposon
GD.T16	Tailings	Transposon	309.935239114046	GD.T16_Transposon
GD.T18	Tailings	Transposon	192.701420659267	GD.T18_Transposon
GD.T19	Tailings	Transposon	1.82078604286157	GD.T19_Transposon
GD.T26	Tailings	Transposon	14.9049463462094	GD.T26_Transposon
GD.T28	Tailings	Transposon	3.78425734681293	GD.T28_Transposon
GD.T30	Tailings	Transposon	33.238476314397	GD.T30_Transposon
GD.T6	Tailings	Transposon	16.7059811681624	GD.T6_Transposon
GD.T8	Tailings	Transposon	13.9666768672179	GD.T8_Transposon
GS.Fa5	Farmland	Transposon	7.45568830949548	GS.Fa5_Transposon
GS.Fa6	Farmland	Transposon	7.23159253758872	GS.Fa6_Transposon
GS.Fa7	Farmland	Transposon	7.79338430925816	GS.Fa7_Transposon
GS.Fo10	Forest	Transposon	7.22068089761444	GS.Fo10_Transposon
GS.Fo6	Forest	Transposon	6.88210869646712	GS.Fo6_Transposon
GS.Fo9	Forest	Transposon	5.96761931728627	GS.Fo9_Transposon
GS.Go5	Gobi	Transposon	6.4126565825992	GS.Go5_Transposon
GS.Go8	Gobi	Transposon	6.86787037664291	GS.Go8_Transposon
GS.Go9	Gobi	Transposon	7.61591570020164	GS.Go9_Transposon
GS.T16	Tailings	Transposon	35.4792764806443	GS.T16_Transposon
GS.T17	Tailings	Transposon	27.4139215965803	GS.T17_Transposon
GS.T19	Tailings	Transposon	174.493980615107	GS.T19_Transposon
GS.T5	Tailings	Transposon	101.082961626361	GS.T5_Transposon
GS.T7	Tailings	Transposon	161.03905091334	GS.T7_Transposon
GS.T8	Tailings	Transposon	74.2066177062148	GS.T8_Transposon
GX.Fa5	Farmland	Transposon	7.42252880683542	GX.Fa5_Transposon
GX.Fa7	Farmland	Transposon	6.46722185969813	GX.Fa7_Transposon
GX.Fa9	Farmland	Transposon	6.6571749792586	GX.Fa9_Transposon
GX.Fo5	Forest	Transposon	9.69904086553629	GX.Fo5_Transposon
GX.Fo7	Forest	Transposon	6.46625722227503	GX.Fo7_Transposon
GX.Fo9	Forest	Transposon	7.82248846286141	GX.Fo9_Transposon
GX.T5	Tailings	Transposon	19.844479544139	GX.T5_Transposon
GX.T7	Tailings	Transposon	26.0641335957687	GX.T7_Transposon
GX.T9	Tailings	Transposon	22.3434405092705	GX.T9_Transposon
GZ.Fa10	Farmland	Transposon	5.53249665397825	GZ.Fa10_Transposon
GZ.Fa5	Farmland	Transposon	8.71666793457109	GZ.Fa5_Transposon
GZ.Fa7	Farmland	Transposon	5.37792056105118	GZ.Fa7_Transposon
GZ.Fo10	Forest	Transposon	5.9796419966173	GZ.Fo10_Transposon
GZ.Fo5	Forest	Transposon	5.04125241031077	GZ.Fo5_Transposon
GZ.Fo7	Forest	Transposon	5.75381934492502	GZ.Fo7_Transposon
GZ.T10	Tailings	Transposon	23.0541763882144	GZ.T10_Transposon
GZ.T5	Tailings	Transposon	24.2748217598557	GZ.T5_Transposon
GZ.T7	Tailings	Transposon	32.0980530337411	GZ.T7_Transposon
HeB.Fa10	Farmland	Transposon	6.68169740017065	HeB.Fa10_Transposon
HeB.Fa6	Farmland	Transposon	6.92662297899683	HeB.Fa6_Transposon
HeB.Fa8	Farmland	Transposon	7.03612745881123	HeB.Fa8_Transposon
HeB.Gr10	Grass	Transposon	6.60472538134985	HeB.Gr10_Transposon
HeB.Gr6	Grass	Transposon	6.12878824784978	HeB.Gr6_Transposon
HeB.Gr8	Grass	Transposon	6.08078943595625	HeB.Gr8_Transposon
HeB.T10	Tailings	Transposon	96.4651895053958	HeB.T10_Transposon
HeB.T6	Tailings	Transposon	85.2913454500387	HeB.T6_Transposon
HeB.T8	Tailings	Transposon	76.2844257079424	HeB.T8_Transposon
HLJ.Fa5	Farmland	Transposon	8.51151878096804	HLJ.Fa5_Transposon
HLJ.Fa7	Farmland	Transposon	5.86781536083411	HLJ.Fa7_Transposon
HLJ.Fa9	Farmland	Transposon	6.91178833638909	HLJ.Fa9_Transposon
HLJ.Fo5	Forest	Transposon	5.37826934760914	HLJ.Fo5_Transposon
HLJ.Fo7	Forest	Transposon	7.19415743131367	HLJ.Fo7_Transposon
HLJ.Fo9	Forest	Transposon	7.29460776377109	HLJ.Fo9_Transposon
HLJ.T5	Tailings	Transposon	26.1810269638894	HLJ.T5_Transposon
HLJ.T7	Tailings	Transposon	29.4379846220885	HLJ.T7_Transposon
HLJ.T9	Tailings	Transposon	28.7032793298541	HLJ.T9_Transposon
HuB.Fa10	Farmland	Transposon	7.26825201156066	HuB.Fa10_Transposon
HuB.Fa5	Farmland	Transposon	7.35909269073407	HuB.Fa5_Transposon
HuB.Fa6	Farmland	Transposon	7.23174552234632	HuB.Fa6_Transposon
HuB.Fo7	Forest	Transposon	6.628119303946	HuB.Fo7_Transposon
HuB.Fo8	Forest	Transposon	6.47959549046242	HuB.Fo8_Transposon
HuB.Fo9	Forest	Transposon	6.13500558869424	HuB.Fo9_Transposon
HuB.T10	Tailings	Transposon	3.40816947722697	HuB.T10_Transposon
HuB.T6	Tailings	Transposon	89.8458732693859	HuB.T6_Transposon
HuB.T8	Tailings	Transposon	136.96829815215	HuB.T8_Transposon
HuN.Fa15	Farmland	Transposon	6.46974801949505	HuN.Fa15_Transposon
HuN.Fa17	Farmland	Transposon	6.45364356426418	HuN.Fa17_Transposon
HuN.Fa19	Farmland	Transposon	6.25762279981671	HuN.Fa19_Transposon
HuN.Fa5	Farmland	Transposon	7.84710602521341	HuN.Fa5_Transposon
HuN.Fa7	Farmland	Transposon	7.03888169119726	HuN.Fa7_Transposon
HuN.Fa9	Farmland	Transposon	5.71514750348058	HuN.Fa9_Transposon
HuN.Fo15	Forest	Transposon	9.51416418611918	HuN.Fo15_Transposon
HuN.Fo19	Forest	Transposon	8.03464894563909	HuN.Fo19_Transposon
HuN.Fo20	Forest	Transposon	9.79000590832912	HuN.Fo20_Transposon
HuN.Fo5	Forest	Transposon	7.66684327184798	HuN.Fo5_Transposon
HuN.Fo7	Forest	Transposon	7.6079399047348	HuN.Fo7_Transposon
HuN.Fo9	Forest	Transposon	7.28021865153547	HuN.Fo9_Transposon
HuN.T15	Tailings	Transposon	132.741876356804	HuN.T15_Transposon
HuN.T17	Tailings	Transposon	74.3876827054596	HuN.T17_Transposon
HuN.T19	Tailings	Transposon	79.8524302771935	HuN.T19_Transposon
HuN.T5	Tailings	Transposon	12.7907858799867	HuN.T5_Transposon
HuN.T7	Tailings	Transposon	17.879246934663	HuN.T7_Transposon
HuN.T9	Tailings	Transposon	26.6927111527361	HuN.T9_Transposon
JS.Fa5	Farmland	Transposon	8.61434259624444	JS.Fa5_Transposon
JS.Fa7	Farmland	Transposon	7.47689885266697	JS.Fa7_Transposon
JS.Fa9	Farmland	Transposon	7.59162236813624	JS.Fa9_Transposon
JS.Fo5	Forest	Transposon	8.29417235490359	JS.Fo5_Transposon
JS.Fo7	Forest	Transposon	7.04097591028652	JS.Fo7_Transposon
JS.Fo9	Forest	Transposon	6.67476980571869	JS.Fo9_Transposon
JS.T5	Tailings	Transposon	2.71059942933719	JS.T5_Transposon
JS.T7	Tailings	Transposon	43.0336512024364	JS.T7_Transposon
JS.T9	Tailings	Transposon	32.7507671732692	JS.T9_Transposon
JX.Fa10	Farmland	Transposon	5.42179566493906	JX.Fa10_Transposon
JX.Fa15	Farmland	Transposon	7.66375473804831	JX.Fa15_Transposon
JX.Fa17	Farmland	Transposon	7.08344220124528	JX.Fa17_Transposon
JX.Fa19	Farmland	Transposon	7.32742415991767	JX.Fa19_Transposon
JX.Fa25	Farmland	Transposon	6.95850732403713	JX.Fa25_Transposon
JX.Fa27	Farmland	Transposon	5.28885276325001	JX.Fa27_Transposon
JX.Fa29	Farmland	Transposon	6.11776025048712	JX.Fa29_Transposon
JX.Fa35	Farmland	Transposon	9.24723782823646	JX.Fa35_Transposon
JX.Fa37	Farmland	Transposon	7.9104637366676	JX.Fa37_Transposon
JX.Fa39	Farmland	Transposon	7.88996214720556	JX.Fa39_Transposon
JX.Fa45	Farmland	Transposon	6.74521673323567	JX.Fa45_Transposon
JX.Fa47	Farmland	Transposon	8.59725023090362	JX.Fa47_Transposon
JX.Fa49	Farmland	Transposon	8.95074607225462	JX.Fa49_Transposon
JX.Fa5	Farmland	Transposon	6.7383663558219	JX.Fa5_Transposon
JX.Fa7	Farmland	Transposon	5.29537986529102	JX.Fa7_Transposon
JX.Fo10	Forest	Transposon	6.61919806553072	JX.Fo10_Transposon
JX.Fo15	Forest	Transposon	9.10373682670613	JX.Fo15_Transposon
JX.Fo17	Forest	Transposon	7.24134336522004	JX.Fo17_Transposon
JX.Fo19	Forest	Transposon	6.57322789572007	JX.Fo19_Transposon
JX.Fo25	Forest	Transposon	4.02938883517321	JX.Fo25_Transposon
JX.Fo27	Forest	Transposon	0.145380321165708	JX.Fo27_Transposon
JX.Fo29	Forest	Transposon	7.9402972214299	JX.Fo29_Transposon
JX.Fo35	Forest	Transposon	5.81292330203522	JX.Fo35_Transposon
JX.Fo37	Forest	Transposon	9.80564236369289	JX.Fo37_Transposon
JX.Fo39	Forest	Transposon	6.11773035475434	JX.Fo39_Transposon
JX.Fo45	Forest	Transposon	7.66617873642621	JX.Fo45_Transposon
JX.Fo47	Forest	Transposon	5.72079592119754	JX.Fo47_Transposon
JX.Fo49	Forest	Transposon	5.97744196514748	JX.Fo49_Transposon
JX.Fo5	Forest	Transposon	5.48561171854281	JX.Fo5_Transposon
JX.Fo7	Forest	Transposon	4.66840733150377	JX.Fo7_Transposon
JX.T10	Tailings	Transposon	16.6218673895251	JX.T10_Transposon
JX.T15	Tailings	Transposon	24.4147738364022	JX.T15_Transposon
JX.T17	Tailings	Transposon	17.6953197258476	JX.T17_Transposon
JX.T19	Tailings	Transposon	177.048905502643	JX.T19_Transposon
JX.T26	Tailings	Transposon	43.760371810401	JX.T26_Transposon
JX.T27	Tailings	Transposon	0.101634619639961	JX.T27_Transposon
JX.T28	Tailings	Transposon	41.3723122061389	JX.T28_Transposon
JX.T35	Tailings	Transposon	17.6490439711605	JX.T35_Transposon
JX.T37	Tailings	Transposon	1.3556118820177	JX.T37_Transposon
JX.T39	Tailings	Transposon	35.9675293139534	JX.T39_Transposon
JX.T45	Tailings	Transposon	40.6971298857726	JX.T45_Transposon
JX.T47	Tailings	Transposon	27.529375118178	JX.T47_Transposon
JX.T5	Tailings	Transposon	19.5969119772413	JX.T5_Transposon
JX.T50	Tailings	Transposon	75.482200072948	JX.T50_Transposon
JX.T7	Tailings	Transposon	37.468409239351	JX.T7_Transposon
LN.Fa1	Farmland	Transposon	7.08162130495771	LN.Fa1_Transposon
LN.Fa2	Farmland	Transposon	6.14550720191609	LN.Fa2_Transposon
LN.Fa4	Farmland	Transposon	4.93345631307894	LN.Fa4_Transposon
LN.Fo10	Forest	Transposon	5.38269901918634	LN.Fo10_Transposon
LN.Fo6	Forest	Transposon	5.03187144489526	LN.Fo6_Transposon
LN.Fo8	Forest	Transposon	5.73428093965134	LN.Fo8_Transposon
LN.T10	Tailings	Transposon	85.0949159377144	LN.T10_Transposon
LN.T6	Tailings	Transposon	111.522346581623	LN.T6_Transposon
LN.T8	Tailings	Transposon	41.4188809274868	LN.T8_Transposon
NM.Fa16	Farmland	Transposon	7.36033636069024	NM.Fa16_Transposon
NM.Fa18	Farmland	Transposon	6.54645322532663	NM.Fa18_Transposon
NM.Fa20	Farmland	Transposon	6.67419612071348	NM.Fa20_Transposon
NM.Fa7	Farmland	Transposon	7.69589369270042	NM.Fa7_Transposon
NM.Fa8	Farmland	Transposon	6.10319075407965	NM.Fa8_Transposon
NM.Fa9	Farmland	Transposon	6.91978575509825	NM.Fa9_Transposon
NM.Fo10	Forest	Transposon	7.71934657056066	NM.Fo10_Transposon
NM.Fo6	Forest	Transposon	7.47732459515659	NM.Fo6_Transposon
NM.Fo8	Forest	Transposon	9.88763491632964	NM.Fo8_Transposon
NM.Gr16	Grass	Transposon	5.26909057006565	NM.Gr16_Transposon
NM.Gr18	Grass	Transposon	4.84253746683972	NM.Gr18_Transposon
NM.Gr20	Grass	Transposon	5.7221800860064	NM.Gr20_Transposon
NM.Gr25	Grass	Transposon	9.44531066712678	NM.Gr25_Transposon
NM.Gr28	Grass	Transposon	6.26580918772481	NM.Gr28_Transposon
NM.Gr30	Grass	Transposon	6.32745455347252	NM.Gr30_Transposon
NM.Gr7	Grass	Transposon	6.09813008154058	NM.Gr7_Transposon
NM.Gr8	Grass	Transposon	5.76374097988648	NM.Gr8_Transposon
NM.Gr9	Grass	Transposon	6.02553900452397	NM.Gr9_Transposon
NM.T16	Tailings	Transposon	20.7972054762194	NM.T16_Transposon
NM.T18	Tailings	Transposon	27.3661669781851	NM.T18_Transposon
NM.T20	Tailings	Transposon	1.42442491557635	NM.T20_Transposon
NM.T26	Tailings	Transposon	239.096677539794	NM.T26_Transposon
NM.T28	Tailings	Transposon	283.17255868276	NM.T28_Transposon
NM.T30	Tailings	Transposon	22.8829187836142	NM.T30_Transposon
NM.T35	Tailings	Transposon	179.067414789733	NM.T35_Transposon
NM.T38	Tailings	Transposon	178.501843188413	NM.T38_Transposon
NM.T40	Tailings	Transposon	188.851558699493	NM.T40_Transposon
NM.T7	Tailings	Transposon	222.39205046496	NM.T7_Transposon
NM.T8	Tailings	Transposon	7.72546040096045	NM.T8_Transposon
NM.T9	Tailings	Transposon	293.225747326562	NM.T9_Transposon
QH.Go1	Gobi	Transposon	3.0862424015434	QH.Go1_Transposon
